0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.0172413793103,0.0172413793103,0,0,0,0,0,0,0.0862068965517,0,0,0,0,0,0,0,0,0,0.0172413793103,0,0.0172413793103,0,0,0,0,0,0,0,0.0172413793103,0,0,0,0,0,0,0,0,0.0172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103,0,0,0,0,0.0172413793103,1
0,0,0.0740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00503778337531,0,0,0.00251889168766,0,0.00251889168766,0,0,0,0,0,0,0,0.0352644836272,0,0,0.00503778337531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277078085642,0,0,0,0,0,0,0,0.00755667506297,0.00503778337531,0,0,0,0,0,0.00251889168766,0,0,0,0,0,0,0,0,0,0,0,0.0201511335013,0,0,0,0.00251889168766,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611354,0,0,0,0,0,0,0,0,0,0,0,0.00218340611354,0,0,0,0.0131004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0059880239521,0,0,0,0,0,0,0,0,0,0,0,0.0059880239521,0.0239520958084,0,0,0,0,0,0,0,0,0,0,0,0.0059880239521,0,0,0,0,0,0,0,0.0059880239521,0,0,0,0.0059880239521,0,0,0,0,0.0059880239521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778443113772,0,0,0,0,0,1
0.013698630137,0,0,0,0,0,0.013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013698630137,0,0,0,0,0,0,0.013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0.013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0143884892086,0,0.0143884892086,0,0,0,0,0,0,0,0,0,0,0.0359712230216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719424460432,0,0,0,0,0,0.0143884892086,0,0,0,0.00719424460432,0,0.00719424460432,0,0,0.0143884892086,0,0,0.00719424460432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.0352941176471,0,0,0,0,0,0,0,0,0,0.0117647058824,0,0,0,0,0,0,0,0,0,0,0,0.0117647058824,0,0,0,0,0,0,0,0.0117647058824,0.0117647058824,0,0,0,0,0,0,0,0.0235294117647,0,0,0.0117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0181818181818,0.0181818181818,0,0,0,0,0,0,0,0,0,0.0363636363636,0,0,0,0,0,0,0,0,0.0181818181818,0,0,0.0363636363636,0,0,0,0,0,0,0,0.0727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818,0,0,0,0,0,1
0,0,0.0192307692308,0,0,0,0,0,0,0,0,0,0,0.0192307692308,0,0,0,0,0,0,0,0,0,0,0,0.0192307692308,0,0,0,0,0,0,0,0.0192307692308,0,0,0,0.0192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714286,0,0,0,0,0,0,0,0,0.0238095238095,0,0,0.0238095238095,0,0,0,0,0,0,0,0.0238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161290322581,0,0,0,0,0,0,0,0,0,0.00806451612903,0,0,0,0,0,0,0,0,0,0.0161290322581,0,0,0,0.00806451612903,0,0,0,0,0.00806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
